OBSERVATION_ID,SERIES_KEY,COMMODITY_GROUP,SUPPLIER_REGION,SUPPLIER_ID,INDEX_MONTH,FEATURE_AS_OF_DATE,APPROVED_ENERGY_FORECAST_INDEX,APPROVED_FREIGHT_FORECAST_INDEX,APPROVED_FX_FORECAST_INDEX,APPROVED_MARKET_PMI,APPROVED_PORT_CONGESTION_INDEX,SUPPLIER_LEAD_TIME_DAYS,SUPPLIER_RELIABILITY_SCORE,CONTRACT_ESCALATION_PCT,REALIZED_MATERIAL_INDEX
FMISV2_0000058,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2022-10-01,2022-09-01,112.5549,103.18,100.1517,52.9565,42.8768,19.373,91.569,2.2786,117.78532
FMISV2_0000059,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2022-11-01,2022-10-01,112.6264,100.6801,102.8308,52.7293,52.0187,20.943,92.445,1.7819,117.51921
FMISV2_0000060,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2022-12-01,2022-11-01,119.7558,102.1387,100.7048,51.9272,57.4425,23.343,91.119,2.4468,119.57865
FMISV2_0000061,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-01-01,2022-12-01,116.6644,108.2256,103.224,49.7243,58.1623,22.42,94.608,2.1564,119.73707
FMISV2_0000062,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-02-01,2023-01-01,118.8731,114.9764,103.6204,50.5961,47.0902,16.959,93.362,2.225,122.24833
FMISV2_0000063,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-03-01,2023-02-01,122.1048,112.1693,104.65,49.2389,34.0285,18.357,93.14,1.7432,122.67125
FMISV2_0000064,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-04-01,2023-03-01,121.5099,111.6855,108.2022,51.7497,38.5977,21.844,91.914,2.6217,124.24197
FMISV2_0000065,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-05-01,2023-04-01,120.5085,107.1975,104.8955,48.0522,43.8878,13.875,92.571,2.1746,124.66198
FMISV2_0000066,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-06-01,2023-05-01,117.5433,107.3286,105.924,46.8898,33.7447,18.566,93.992,2.2807,124.9045
FMISV2_0000067,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-07-01,2023-06-01,120.1308,101.7859,102.3681,46.994,36.5958,22.931,93.18,2.6584,122.49014
FMISV2_0000068,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-08-01,2023-07-01,116.5932,99.4298,102.4345,45.6769,45.0821,21.601,91.669,2.0616,120.13204
FMISV2_0000069,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-09-01,2023-08-01,119.9535,102.9296,101.5102,47.7256,48.7099,22.84,91.507,2.5227,120.78066
FMISV2_0000070,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-10-01,2023-09-01,117.4428,107.1494,99.3557,48.2576,48.8767,19.147,91.801,2.5167,121.29406
FMISV2_0000071,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-11-01,2023-10-01,116.1112,97.4167,99.2286,47.0184,50.484,20.788,92.816,2.4069,121.43239
FMISV2_0000072,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2023-12-01,2023-11-01,116.4076,105.556,103.2641,49.4617,51.8451,22.509,93.73,2.9416,120.47893
FMISV2_0000073,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-01-01,2023-12-01,117.4845,115.6111,102.2952,50.6718,46.8861,22.225,93.516,2.2772,121.34849
FMISV2_0000074,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-02-01,2024-01-01,117.8622,118.6903,106.5386,53.9543,49.0509,23.444,91.527,1.7486,124.62049
FMISV2_0000075,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-03-01,2024-02-01,127.4457,115.9259,108.2248,51.2903,43.3594,23.395,93.448,2.1479,125.03334
FMISV2_0000076,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-04-01,2024-03-01,128.731,115.0208,106.8233,52.6001,40.3482,19.565,92.7,2.3272,127.31218
FMISV2_0000077,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-05-01,2024-04-01,124.2926,114.35,106.2416,54.2701,40.2109,24.047,92.453,2.566,127.61179
FMISV2_0000078,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-06-01,2024-05-01,119.1319,108.8524,105.9751,53.1257,30.6917,20.096,92.129,2.9245,128.71928
FMISV2_0000079,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-07-01,2024-06-01,122.1279,102.1748,106.034,53.1732,41.7271,16.219,92.586,2.2413,128.6827
FMISV2_0000080,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-08-01,2024-07-01,121.4915,100.0442,104.2897,49.9254,43.1696,22.687,93.592,2.594,127.33183
FMISV2_0000081,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-09-01,2024-08-01,116.8088,106.9974,101.8728,51.7429,43.7449,23.161,92.388,2.798,127.72074
FMISV2_0000082,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-10-01,2024-09-01,120.5409,107.4528,100.2142,50.1718,44.5531,20.863,92.438,2.4493,127.73844
FMISV2_0000083,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-11-01,2024-10-01,121.8495,112.1516,101.4953,46.0944,62.486,23.134,92.477,2.9009,124.67151
FMISV2_0000084,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2024-12-01,2024-11-01,119.2886,110.8493,103.986,47.805,56.3391,19.763,93.19,2.1045,125.49488
FMISV2_0000085,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-01-01,2024-12-01,122.7039,115.5027,104.2037,48.0898,50.8256,20.383,91.528,2.18,127.00898
FMISV2_0000086,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-02-01,2025-01-01,126.956,117.1364,105.5263,46.2308,40.1366,17.566,90.131,2.7356,127.96297
FMISV2_0000087,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-03-01,2025-02-01,125.8724,113.8069,107.3832,46.5923,42.2164,23.721,94.164,2.2777,129.70851
FMISV2_0000088,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-04-01,2025-03-01,125.8778,115.5665,105.9812,47.5916,47.7817,18.947,91.861,3.0256,132.4766
FMISV2_0000089,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-05-01,2025-04-01,130.4023,108.1206,105.783,48.8451,34.3671,21.889,93.372,2.5453,132.78479
FMISV2_0000090,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-06-01,2025-05-01,131.4832,108.1694,104.5072,47.773,28.9754,20.479,93.552,3.1584,133.79533
FMISV2_0000091,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-07-01,2025-06-01,120.0944,108.2497,105.8499,49.3896,42.5897,22.622,93.531,3.0669,132.03454
FMISV2_0000092,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-08-01,2025-07-01,125.0966,109.1851,103.6784,52.9039,39.7252,22.4,92.764,2.2494,130.75604
FMISV2_0000093,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-09-01,2025-08-01,119.1498,102.1444,101.0373,51.1776,42.7608,19.541,93.065,3.0323,129.6171
FMISV2_0000094,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-10-01,2025-09-01,121.2697,100.6346,103.1354,51.6835,48.0615,21.175,94.419,1.8026,132.0535
FMISV2_0000095,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-11-01,2025-10-01,123.2357,110.9781,101.7134,53.3797,56.8966,19.3,92.465,2.6852,132.05678
FMISV2_0000096,STEEL|NA|SUP_ST_01,STEEL,NA,SUP_ST_01,2025-12-01,2025-11-01,126.6494,116.7064,104.2503,52.3006,43.2784,20.837,92.216,2.7553,133.73688
FMISV2_0000097,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-01-01,2017-12-01,102.9351,106.2305,99.0508,48.6363,56.1335,24.279,90.313,1.3013,99.43862
FMISV2_0000098,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-02-01,2018-01-01,104.463,102.7035,101.4702,50.9948,41.8915,17.457,89.805,1.4626,100.17573
FMISV2_0000099,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-03-01,2018-02-01,104.2012,103.5918,102.1262,49.4252,54.977,25.206,88.573,1.4049,101.76908
FMISV2_0000100,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-04-01,2018-03-01,105.138,103.5876,103.4079,51.3662,47.1506,19.697,89.139,1.7952,101.82865
FMISV2_0000101,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-05-01,2018-04-01,108.9989,107.7421,101.7569,51.5444,44.6762,16.854,88.994,1.8259,102.26138
FMISV2_0000102,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-06-01,2018-05-01,103.0247,89.8612,102.8349,51.4006,42.9213,18.533,88.395,1.247,101.62932
FMISV2_0000103,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-07-01,2018-06-01,101.6263,97.8658,101.7044,50.5753,34.2305,14.049,89.848,1.3885,101.89148
FMISV2_0000104,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-08-01,2018-07-01,95.1124,98.4985,99.727,50.5688,36.0903,17.656,88.293,1.3227,102.09954
FMISV2_0000105,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-09-01,2018-08-01,100.7065,95.9444,96.706,48.5661,40.7119,21.293,89.638,1.2475,99.31686
FMISV2_0000106,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-10-01,2018-09-01,102.8332,96.9808,98.3603,48.9839,43.0843,16.442,87.818,1.471,99.95774
FMISV2_0000107,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-11-01,2018-10-01,94.31,101.6977,96.8858,48.472,52.8899,21.237,87.579,1.1243,99.1337
FMISV2_0000108,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2018-12-01,2018-11-01,106.2305,103.9334,99.8494,46.8643,59.6302,20.788,87.387,1.3516,100.1997
FMISV2_0000109,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-01-01,2018-12-01,104.4059,108.9392,98.9946,48.2305,39.572,14.284,89.569,1.1573,100.66696
FMISV2_0000110,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-02-01,2019-01-01,104.8837,103.178,99.9726,46.8929,45.2941,16.251,88.708,1.889,103.31011
FMISV2_0000111,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-03-01,2019-02-01,109.3531,108.4711,103.3724,50.1918,48.6169,18.866,87.227,0.9213,103.94038
FMISV2_0000112,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-04-01,2019-03-01,109.7496,102.3998,104.0156,49.2565,41.3393,20.236,87.006,1.6006,103.86677
FMISV2_0000113,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-05-01,2019-04-01,110.2095,106.756,105.4273,49.2849,39.8617,18.208,89.909,1.6373,102.2621
FMISV2_0000114,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-06-01,2019-05-01,108.2254,97.9224,99.0025,52.3753,47.4373,20.464,88.648,1.2095,102.38987
FMISV2_0000115,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-07-01,2019-06-01,99.5688,94.3285,97.0766,51.466,38.0408,18.912,87.95,0.992,101.82307
FMISV2_0000116,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-08-01,2019-07-01,103.3714,94.6544,100.3592,50.7377,39.4323,21.352,89.201,1.4285,101.49834
FMISV2_0000117,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-09-01,2019-08-01,98.0391,93.4916,101.9734,54.667,57.5192,18.171,89.767,1.7036,103.0919
FMISV2_0000118,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-10-01,2019-09-01,102.989,103.6798,100.4545,53.6604,61.5225,19.17,88.198,1.8963,104.00596
FMISV2_0000119,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-11-01,2019-10-01,102.0679,106.9712,97.4146,50.0924,51.0232,17.164,89.741,1.2947,103.07929
FMISV2_0000120,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2019-12-01,2019-11-01,102.9959,112.5474,101.4191,51.9865,47.8538,19.337,85.694,1.2187,102.51922
FMISV2_0000121,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-01-01,2019-12-01,110.1435,110.9353,103.6744,53.376,48.3364,22.435,86.713,1.5464,104.10541
FMISV2_0000122,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-02-01,2020-01-01,115.7955,113.3031,102.7468,53.1077,49.9563,20.006,90.737,1.8043,107.08724
FMISV2_0000123,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-03-01,2020-02-01,109.2858,112.4017,104.173,51.2515,54.1833,20.116,87.554,1.925,108.26453
FMISV2_0000124,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-04-01,2020-03-01,110.9579,102.4057,101.7424,48.2291,44.104,19.613,88.772,0.7934,115.83152
FMISV2_0000125,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-05-01,2020-04-01,109.7981,104.8867,105.723,47.3081,33.3903,20.633,89.773,1.1373,112.72168
FMISV2_0000126,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-06-01,2020-05-01,117.5258,97.4377,102.0168,49.9225,40.85,18.938,87.64,1.9869,113.47037
FMISV2_0000127,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-07-01,2020-06-01,103.2119,105.1801,100.2227,47.1907,36.2782,16.11,89.321,1.893,110.65474
FMISV2_0000128,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-08-01,2020-07-01,104.6328,101.2908,100.4036,45.8148,35.0467,18.463,89.052,1.9006,107.11908
FMISV2_0000129,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-09-01,2020-08-01,104.6045,93.7309,100.4449,45.0372,52.271,21.32,87.598,1.446,107.48624
FMISV2_0000130,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-10-01,2020-09-01,106.7902,105.8281,98.9686,50.1332,42.8674,16.946,86.933,2.1767,106.44542
FMISV2_0000131,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-11-01,2020-10-01,103.5774,100.6185,99.4059,48.5166,49.1294,18.653,88.946,1.6801,106.60503
FMISV2_0000132,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2020-12-01,2020-11-01,106.6203,106.4558,98.806,49.6546,44.2504,21.728,87.647,1.3764,107.19857
FMISV2_0000133,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2021-01-01,2020-12-01,109.3489,114.0991,99.7532,52.8361,53.2156,18.63,89.246,1.8046,108.39728
FMISV2_0000134,STEEL|NA|SUP_ST_02,STEEL,NA,SUP_ST_02,2021-02-01,2021-01-01,115.0235,104.2425,101.5819,51.3815,58.0388,22.167,88.655,1.6938,110.40879
